Date,Unemployment_interpolated,Bank Interest Rate,Change_in_GDP,Unemployment,CPI_all-items,CPI_food,CPI_shelter,CPI_household_op,CPI_clothing,CPI_transportation,CPI_health,CPI_rec,CPI_alcohol,CPI_no-food,CPI_no-food-and-energy,GDP,FEX_AUS,FEX_BRA,FEX_CHN,FEX_EUR,FEX_HK,FEX_IND,FEX_IDN,FEX_JAP,FEX_MAL,FEX_MEX,FEX_NZL,FEX_NOR,FEX_PER,FEX_RUS,FEX_SAU,FEX_SGP,FEX_ZAR,FEX_KOR,FEX_SWE,FEX_SWI,FEX_TAI,FEX_THA,FEX_TUR,FEX_UNK,FEX_USA,FEX_VIE,FEX_CAD,AWE_industrial-aggregate,AWE_goods,AWE_forestry,AWE_mining,AWE_utilities,AWE_construction,AWE_manufacturing,AWE_service,AWE_trade,AWE_transport,AWE_info-and-culture,AWE_finance,AWE_real-estate,AWE_professional,AWE_mangement,AWE_admin,AWE_education,AWE_health,AWE_arts,AWE_accom,AWE_other,AWE_public-admin,IMT_import,IMT_export,IMT_trade-bal,ITSI_total,ITSI_commercial,ITSI_travel,ITSI_transport,ITSI_gov,ITSE_total,ITSE_commerical,ITSE_travel,ITSE_transport,ITSE_gov,ITSB_total,ITSB_commercial,ITSB_travel,ITSB_transport,ITSB_gov,HPI_total,HPI_house,HPI_land
2018-05,5.766666667,1.5,3.686666667,5.9,132.9,144.3,140.4,122.6,94.3,138.2,126,115.2,167.6,130.7,127.1,"2,047,718",0.9686,0.3548,0.202,1.5212,0.164017,0.01907,0.000092,0.01174,0.3250t,0.06593,0.8951,0.1589,0.3934,0.02063,0.3433,0.9613,0.10273,0.001195,0.1469,1.2912,0.04309,0.04028t,0.2917,1.7335,1.2873,0.000057t,..,991.93A,"1,236.68A","1,080.97A","1,981.24A","1,895.67A","1,231.35A","1,094.64A",938.18A,773.01A,"1,044.10A","1,236.92A","1,311.33A",991.60A,"1,360.88A","1,629.57B",788.52A,"1,042.80A",914.80A,574.30A,401.85A,845.43A,"1,307.84A","51,479.90","49,014.30","-2,465.60","13,128","6,545","3,673","2,786",124,"10,837","6,917","2,218","1,558",144,"-2,292",372,"-1,455","-1,228",20,103.1,102.7,103.8E
2018-06,5.758333333,1.5,3.16,5.7,133.1,144.9,140.5,122.3,94.9,139.1,126.2,114.3,168.5,130.8,127.5,"2,050,188",0.9838,0.3478,0.203,1.5329,0.167301,0.01936,0.000094,0.01193,0.3283t,0.06469,0.9111,0.1618,0.4013,0.02091,0.3501,0.9738,0.09863,0.001199,0.1491,1.3261,0.04363,0.04041t,0.2836,1.7443,1.3129,0.000057t,..,"1,005.20A","1,247.49A","1,214.29A","2,026.67A","1,944.96A","1,275.11A","1,074.07A",951.32A,775.12A,"1,023.01A","1,337.75A","1,368.35A","1,014.85A","1,367.66A","1,608.55B",824.78A,"1,127.44A",912.46A,596.05A,410.78A,827.20A,"1,285.22A","51,933.30","51,684.60",-248.7,"12,190","6,620","2,869","2,572",129,"11,846","6,781","3,194","1,727",144,-344,161,325,-845,14,103.2,103,103.9E
2018-07,5.75,1.670454545,2.786666667,6,133.7,145.2,141,122.9,94.7,140.1,126.1,115.9,168.8,131.4,128,"2,054,500",0.9724,0.3435,0.1954,1.5347,0.16731,0.01911,0.000091,0.01178,0.3242t,0.06927,0.8918,0.1616,0.4008,0.02092,0.3501,0.9634,0.09825,0.001169,0.149,1.3202,0.04297,0.03946t,0.275,1.7292,1.313,0.000057t,..,991.26A,"1,241.69A","1,178.12A","2,050.73A","1,855.60A","1,262.71A","1,074.57A",934.14A,775.22A,"1,029.46A","1,285.04A","1,309.41A",997.87A,"1,365.62A","1,559.16A",792.68A,"1,070.26A",903.35A,616.78A,416.27A,808.10A,"1,285.26A","51,547.00","51,481.60",-65.4,"12,986","6,542","3,417","2,890",137,"12,297","6,767","3,573","1,812",145,-689,225,156,"-1,078",8,103.3,103.1,103.9E
2018-08,5.741666667,1.75,2.413333333,6.6,133.9,145.7,141.2,123,94.7,140.4,126.4,116,169.4,131.6,128.2,"2,056,138",0.955,0.3314,0.1905,1.5059,0.166127,0.01872,0.00009,0.01175,0.3185t,0.06912,0.8693,0.1564,0.3963,0.0196,0.3477,0.9528,0.09239,0.001164,0.1437,1.3206,0.04246,0.03951t,0.2203,1.679,1.3041,0.000056t,..,"1,001.70A","1,244.73A","1,166.11A","2,019.58A","1,713.24A","1,262.48A","1,094.45A",945.70A,791.37A,"1,048.11A","1,324.93A","1,324.57A","1,017.33A","1,389.70A","1,602.25B",803.30A,"1,115.01A",900.43A,592.47A,414.89A,816.02A,"1,300.84A","51,086.70","50,585.90",-500.8,"13,429","6,355","3,893","3,040",140,"12,016","6,666","3,420","1,787",144,"-1,413",311,-474,"-1,253",4,103.3,103,103.9E
2018-09,5.733333333,1.75,2.04,5.4,133.8,146.1,141.5,123.3,94.5,139.8,126.3,115.7,169.6,131.4,128.2,"2,059,567",0.9391,0.3173,0.1901,1.5207,0.166337,0.01804,0.000088,0.01163,0.3148t,0.0686,0.86,0.1582,0.3936,0.01929,0.3476,0.9508,0.08838,0.001164,0.1458,1.3466,0.04242,0.04000t,0.207,1.7035,1.3037,0.000056t,..,996.09A,"1,247.26A","1,173.16A","2,005.64A","1,789.96A","1,274.70A","1,086.01A",939.70A,775.50A,"1,022.34A","1,316.99A","1,365.73A","1,022.83A","1,369.59A","1,602.63A",787.87A,"1,061.17A",906.20A,561.44A,406.01A,810.34A,"1,308.88A","51,191.10","50,664.20",-526.9,"12,693","6,629","3,156","2,767",141,"12,466","6,747","3,963","1,613",142,-227,118,807,"-1,153",1,103.3,102.9,104.0E
2018-10,5.725,1.815217391,1.673333333,5.2,134.2,146.3,142,123.8,94.7,140.3,126.3,116.1,169.8,131.8,128.5,"2,063,118",0.9248,0.3461,0.188,1.4941,0.165991,0.01769,0.000086,0.01154,0.3128t,0.0678,0.8503,0.1576,0.3902,0.01978,0.3468,0.9432,0.08976,0.001149,0.1439,1.3087,0.04211,0.03969t,0.2244,1.6926,1.301,0.000056t,..,"1,004.38A","1,264.13A","1,279.09A","2,050.33A","1,790.24A","1,298.80A","1,094.03A",946.65A,776.89A,"1,039.38A","1,329.04A","1,324.93A","1,037.33A","1,386.01A","1,610.43A",773.12A,"1,055.45A",919.81A,583.41A,412.74A,828.31A,"1,323.15A","50,427.90","50,226.30",-201.5,"12,879","6,764","3,291","2,685",139,"11,621","6,722","3,296","1,468",136,"-1,258",-43,5,"-1,217",-3,103.3,102.9,104.0E
2018-11,5.716666667,2,1.306666667,5.2,134,146.7,142.3,123.8,94.6,138.8,125.1,115.9,170.1,131.5,128.7,"2,059,427",0.9572,0.3487,0.1903,1.501,0.168605,0.01842,0.00009,0.01165,0.3154t,0.06521,0.895,0.1557,0.3911,0.01986,0.3519,0.9604,0.09386,0.001172,0.1458,1.3195,0.04284,0.04006t,0.2466,1.7029,1.32,0.000057t,..,"1,011.00A","1,271.55A","1,279.85A","2,082.68A","1,774.43A","1,284.12A","1,116.25A",953.48A,787.44A,"1,049.67A","1,258.26A","1,360.26A","1,087.15A","1,391.65A","1,704.85B",797.21A,"1,036.71A",921.11A,640.15A,411.59A,846.31A,"1,312.03A","50,126.30","47,003.30","-3,123.00","12,803","6,755","3,347","2,563",137,"10,794","6,595","2,722","1,344",134,"-2,009",-160,-625,"-1,219",-4,103.3,102.9,104.1E
2018-12,5.708333333,2,0.94,5.2,134.3,147.8,142.3,123.9,94.6,138.6,126,115.9,170.3,131.7,129.3,"2,062,691",0.9637,0.3459,0.1951,1.5288,0.171775,0.01896,0.000093,0.01197,0.3221t,0.06681,0.9163,0.1558,0.3994,0.01993,0.358,0.9802,0.09433,0.001196,0.1488,1.3541,0.04362,0.04106t,0.2524,1.702,1.3432,0.000058t,..,"1,021.27A","1,269.06A","1,285.76A","2,087.95A","1,744.83A","1,248.37A","1,138.63A",967.75A,801.54A,"1,066.37A","1,282.69A","1,288.30A","1,069.25A","1,485.67A","1,768.76C",836.92A,"1,033.07A",936.28A,625.73A,414.81A,874.55A,"1,323.99A","51,167.50","45,412.50","-5,755.00","13,055","6,805","3,624","2,490",136,"11,474","6,831","3,109","1,402",132,"-1,581",26,-514,"-1,088",-5,103.3,102.9,104.1E
2019-01,5.7,2,0.95,6.2,134.3,147.9,143,123.8,95,137.8,126,115.9,170.9,131.6,129.1,"2,067,478",0.9512,0.3559,0.1959,1.5186,0.169618,0.0188,0.000094,0.01221,0.3231t,0.06939,0.9017,0.1556,0.3978,0.01994,0.3546,0.9808,0.09622,0.001186,0.1479,1.344,0.04315,0.04183t,0.2479,1.7154,1.3301,0.000057t,..,"1,008.30A","1,252.90A","1,272.29A","2,134.73A","1,811.32A","1,204.76A","1,124.05A",956.76A,776.87A,"1,047.71A","1,277.22A","1,360.29A","1,027.25A","1,413.61A","1,655.97A",830.87A,"1,045.24A",918.88A,634.08A,399.05A,844.59A,"1,342.15A","51,926.70","47,883.20","-4,043.50","14,433","7,430","4,152","2,717",134,"11,553","7,310","2,769","1,347",127,"-2,880",-120,"-1,383","-1,370",-7,103.2,102.8,104.1E
2019-02,6.033333333,2,0.96,6.1,134.7,148.5,143.4,123.5,95.6,139.1,126.4,115.8,171,132,129.5,"2,061,962",0.9428,0.3548,0.196,1.499,0.168266,0.01855,0.000094,0.01196,0.3238t,0.06881,0.9023,0.1538,0.3976,0.02006,0.3521,0.9755,0.09562,0.001177,0.1427,1.3187,0.04287,0.04218t,0.2503,1.7188,1.3206,0.000057t,..,"1,015.13A","1,279.35A","1,330.18A","2,207.38A","1,788.86A","1,248.82A","1,137.32A",959.01A,772.24A,"1,057.37A","1,276.16A","1,356.81A","1,088.98A","1,436.63A","1,556.42A",852.18A,"1,041.68A",922.31A,630.95A,396.04A,826.07A,"1,329.91A","51,367.00","48,221.50","-3,145.60","13,697","7,407","3,739","2,420",131,"12,053","7,853","2,785","1,287",127,"-1,645",446,-954,"-1,133",-3,103.2,102.8,104.1E
2019-03,6.366666667,2,0.97,6.3,135.2,149,143.8,123.3,95.4,140.8,126.7,116,170.9,132.5,129.7,"2,073,732",0.9467,0.3484,0.1991,1.5105,0.170309,0.01924,0.000094,0.01203,0.3277t,0.0695,0.9135,0.1554,0.4045,0.02051,0.3565,0.9871,0.09294,0.001181,0.1439,1.3361,0.04332,0.04212t,0.2442,1.7602,1.3368,0.000058t,..,"1,022.25A","1,298.10A","1,251.40A","2,264.52A","1,874.50A","1,294.69A","1,131.28A",963.85A,790.20A,"1,050.74A","1,255.52A","1,323.39A","1,103.47A","1,459.12A","1,595.23B",861.94A,"1,021.86A",928.17A,669.44A,402.46A,837.51A,"1,336.46A","52,668.80","50,285.30","-2,383.50","15,657","7,504","5,161","2,866",125,"12,693","8,216","2,923","1,423",131,"-2,964",712,"-2,238","-1,443",5,103.2,102.8,104.1E
2019-04,6.7,2,2.13,5.9,135.6,149,144.1,123.5,95.5,141.3,126.8,116.1,171.1,132.9,130,"2,086,598",0.9512,0.3434,0.1991,1.5029,0.170529,0.01927,0.000095,0.01198,0.3252t,0.07051,0.8985,0.1562,0.4049,0.0207,0.3567,0.9864,0.09454,0.00117,0.1434,1.3271,0.04336,0.04199t,0.2323,1.7433,1.3378,0.000058t,..,"1,017.72A","1,273.87A","1,100.47A","2,165.38A","1,861.15B","1,241.62A","1,139.13A",963.03A,786.09A,"1,090.92A","1,259.50A","1,362.03A","1,039.88A","1,453.09A","1,510.66B",840.07A,"1,029.71A",931.90A,602.39A,402.64A,841.82A,"1,328.26A","51,881.70","50,781.90","-1,099.80","15,108","7,413","4,733","2,844",118,"12,684","7,819","3,247","1,480",137,"-2,425",406,"-1,486","-1,364",19,103.2,102.6,104.1E
2019-05,7.033333333,2,3.29,5.5,136,149.5,144.2,123.8,95.7,142.4,127.3,117.3,171.3,133.3,130.4,"2,092,359",0.9348,0.3373,0.1964,1.5057,0.171497,0.01929,0.000094,0.01224,0.3228t,0.07043,0.8832,0.154,0.4041,0.02073,0.3589,0.9819,0.0933,0.001138,0.1403,1.3316,0.04309,0.04233t,0.2228,1.7292,1.3459,0.000058t,..,"1,028.86A","1,277.46A","1,109.30A","2,221.40A","1,909.62B","1,262.28A","1,123.78A",974.51A,798.10A,"1,096.10A","1,334.85A","1,402.05A","1,057.50A","1,403.58A","1,486.76A",855.39A,"1,071.03A",943.54A,607.20A,416.85A,869.04A,"1,329.80A","52,710.30","52,395.20",-315.1,"14,230","7,297","4,022","2,795",116,"12,061","7,818","2,473","1,625",145,"-2,169",522,"-1,549","-1,171",29,103.1,102.5,104.2E
2019-06,7.366666667,2,4.45,5.3,135.9,150.2,144,124,95.7,141.5,127.7,116.8,170.9,133.3,130.5,"2,096,319",0.923,0.3443,0.1926,1.5009,0.169777,0.01914,0.000093,0.01229,0.3193t,0.06894,0.8771,0.154,0.3994,0.02074,0.3543,0.9754,0.09115,0.001133,0.1413,1.3448,0.0425,0.04272t,0.2289,1.6844,1.3287,0.000057t,..,"1,024.91A","1,268.10A","1,211.05A","2,067.04A","1,921.12A","1,274.73A","1,113.11A",971.30A,803.08A,"1,099.52A","1,314.93A","1,349.10A",982.93A,"1,431.40A","1,433.19C",837.81A,"1,108.27A",939.71A,596.73A,418.14A,863.36A,"1,314.42A","51,107.70","49,835.90","-1,271.80","13,104","7,287","3,163","2,534",119,"12,936","7,734","3,364","1,684",154,-168,446,201,-851,35,103,102.4,104.2E
2019-07,7.7,2,3.343333333,6,136.4,150.8,144.3,123.4,95.7,142.3,127.9,119.2,170.8,133.6,130.8,"2,097,225",0.9146,0.3469,0.1904,1.4687,0.167695,0.01906,0.000094,0.0121,0.3177t,0.06878,0.875,0.152,0.3982,0.02072,0.3493,0.9622,0.09334,0.001112,0.1391,1.326,0.04215,0.04252t,0.2313,1.6323,1.3101,0.000056t,..,"1,018.80A","1,265.50A","1,171.23A","2,016.50A","1,902.98A","1,281.53A","1,111.04A",963.19A,793.91A,"1,104.49A","1,353.13A","1,342.74A","1,038.35A","1,382.29A","1,539.14A",826.39A,"1,069.57A",939.18A,613.13A,426.07A,857.61A,"1,328.72A","51,110.90","49,445.40","-1,665.50","13,577","7,122","3,463","2,863",128,"13,500","7,671","3,818","1,846",165,-77,549,355,"-1,017",37,102.9,102.2,104.1E
2019-08,8.033333333,2,2.236666667,6.4,136.4,151,144.6,123.5,95.8,142.4,127.5,118.5,171,133.6,131,"2,097,381",0.8991,0.3301,0.188,1.4767,0.169315,0.01865,0.000093,0.0125,0.3170t,0.06742,0.8532,0.148,0.3928,0.02016,0.354,0.9587,0.08748,0.001097,0.1376,1.3557,0.04233,0.04318t,0.2349,1.6141,1.3277,0.000057t,..,"1,028.19A","1,287.34A","1,145.78A","1,998.69A","1,850.36A","1,322.36A","1,130.93A",968.88A,791.21A,"1,119.25A","1,290.54A","1,354.60A","1,087.96A","1,422.85A","1,606.23A",831.86A,"1,130.37A",929.23A,619.05A,433.17A,857.73A,"1,313.53A","51,834.20","50,262.50","-1,571.70","14,078","6,880","4,055","3,009",133,"13,307","7,684","3,635","1,818",170,-771,804,-421,"-1,191",36,103,102.3,104.2E
2019-09,8.366666667,2,1.13,5.1,136.3,151.3,144.8,123.6,96.9,141.7,127.8,117,170.9,133.6,131.1,"2,098,372",0.9022,0.3214,0.1861,1.4578,0.168988,0.01856,0.000094,0.01231,0.3165t,0.06772,0.8401,0.147,0.3947,0.02043,0.353,0.96,0.08929,0.001109,0.1364,1.3366,0.04261,0.04332t,0.2322,1.6375,1.3241,0.000057t,..,"1,034.38B","1,299.61B","1,160.86B","2,055.17B","1,882.26B","1,314.43B","1,149.27B",975.38B,796.87B,"1,114.00B","1,341.37A","1,319.90A","1,056.17B","1,451.76B","1,612.83B",836.25B,"1,103.20B",944.04B,598.22B,436.20B,859.43C,"1,321.70B","50,508.80","49,632.70",-876.1,"13,226","7,058","3,287","2,746",136,"13,901","7,655","4,407","1,670",168,674,597,"1,121","-1,076",32,103.2,102.6,104.2E
2019-10,8.7,2,1.136666667,5,136.7,151.5,145.7,123.6,96.9,142.2,127.8,117.3,171.4,133.9,131.4,"2,099,541",0.8964,0.3229,0.1858,1.4583,0.16819,0.01857,0.000093,0.0122,0.3150t,0.06824,0.8356,0.1441,0.3926,0.0205,0.3517,0.9623,0.08843,0.001115,0.135,1.328,0.04298,0.04345t,0.228,1.6684,1.319,0.000057t,..,"1,042.83B","1,326.09B","1,171.23C","2,203.00B","1,972.22A","1,318.75B","1,170.82A",980.54B,804.71B,"1,096.59B","1,298.52B","1,338.88A","1,023.22B","1,437.21B","1,632.80B",850.35B,"1,092.33B",940.99B,623.00B,441.35B,875.62A,"1,353.84A","50,295.00","48,968.80","-1,326.20","13,518","7,185","3,476","2,723",134,"13,150","7,781","3,671","1,538",160,-369,596,195,"-1,185",25,103.3,102.7,104.2E
2019-11,9.033333333,2,1.143333333,5.4,136.8,151.7,145.9,123.6,97.1,142.8,128,115.8,172.1,133.9,131.1,"2,099,164",0.9035,0.3184,0.1885,1.4627,0.169116,0.01852,0.000094,0.01216,0.3184t,0.06846,0.847,0.1447,0.3927,0.02072,0.353,0.9721,0.08951,0.001133,0.1374,1.3328,0.04343,0.04378t,0.2306,1.7058,1.3239,0.000057t,..,"1,042.00B","1,302.55B","1,187.11B","2,141.13B","1,947.93B","1,294.26B","1,151.93B",985.47A,807.84B,"1,102.81A","1,338.85B","1,366.73A",991.89B,"1,466.20B","1,615.26B",855.18B,"1,065.57B",947.54A,643.33A,431.47B,855.24A,"1,370.06A","49,606.90","48,703.40",-903.5,"13,388","7,057","3,629","2,570",132,"12,193","7,603","3,056","1,381",152,"-1,195",547,-573,"-1,189",20,103.2,102.5,104.3E
2019-12,9.366666667,2,1.15,5.1,137.3,152.2,146.3,123.4,97.3,144.1,128.3,115.5,170.9,134.3,131.4,"2,109,773",0.9066,0.3206,0.1878,1.464,0.168748,0.01851,0.000094,0.01208,0.3176t,0.0689,0.8686,0.1458,0.3925,0.02093,0.3512,0.9708,0.09133,0.001121,0.1397,1.3405,0.04351,0.04361t,0.2251,1.727,1.3172,0.000057t,..,"1,056.40B","1,322.93B","1,240.23B","2,097.32B","1,965.23B","1,322.04B","1,173.75B",999.89B,810.65A,"1,114.62B","1,376.47A","1,451.43A","1,037.17B","1,510.83B","1,603.60B",864.20A,"1,076.71B",959.33B,628.14B,428.92B,868.86B,"1,366.80A","49,379.40","49,183.60",-195.7,"14,006","7,332","4,020","2,526",128,"12,873","7,846","3,399","1,481",146,"-1,134",515,-620,"-1,045",18,103.4,102.8,104.4E
2020-01,9.7,2,-1.76,5.9,137.5,152.9,146.4,123.2,97.9,145,128.8,115.4,171.5,134.6,131.5,"2,114,210",0.8968,0.3154,0.189,1.4523,0.16837,0.01836,0.000096,0.01197,..t,0.0696,0.8639,0.1461,0.3933,0.02112,0.3488,0.9682,0.09073,0.001121,0.1376,1.3495,0.04356,..t,0.2208,1.7106,1.3087,..t,..,"1,046.67B","1,318.28A","1,291.91B","2,214.09C","2,024.97B","1,302.22A","1,154.48A",990.39B,793.73B,"1,123.50B","1,350.92B","1,379.39B",986.75A,"1,478.00B","1,653.04B",876.47B,"1,056.72B",960.79B,641.17C,427.86B,858.99A,"1,378.04A","50,376.90","47,575.30","-2,801.60","15,436","7,990","4,689","2,632",124,"12,539","8,118","2,954","1,326",141,"-2,897",128,"-1,735","-1,307",17,103.4,102.6,104.8E
2020-02,9.516666667,2,-4.67,6,137.7,152.1,146.7,123.6,98.4,144.9,128.9,116.1,171.3,134.9,132,"2,118,330",0.8854,0.3056,0.1899,1.4494,0.170862,0.01857,0.000097,0.01207,..t,0.07049,0.8489,0.1429,0.3917,0.0207,0.3542,0.9558,0.08839,0.001111,0.1371,1.361,0.04402,..t,0.2189,1.721,1.3286,..t,..,"1,050.69B","1,323.13B","1,288.32B","2,205.81B","2,025.42B","1,304.84B","1,163.77B",993.79B,802.10B,"1,121.80B","1,389.88B","1,386.48B","1,125.69B","1,482.13B","1,621.79B",850.88B,"1,058.67B",953.69B,621.37B,418.82B,859.91B,"1,371.92B","50,809.00","47,859.60","-2,949.40","14,919","8,138","4,351","2,310",120,"13,030","8,625","2,973","1,301",132,"-1,889",486,"-1,378","-1,009",12,103.8,103.1,105.0E
2020-03,9.333333333,1.204545455,-7.58,8.9,136.3,152.3,146.5,123.6,98.7,138.3,128.9,115.3,171.4,133.4,131.9,"1,959,569",0.8671,0.2858,0.1987,1.5417,0.179634,0.01871,0.000092,0.01296,..t,0.06263,0.844,0.1367,0.3996,0.01875,0.3716,0.9845,0.08377,0.001145,0.1419,1.4555,0.04628,..t,0.2199,1.7239,1.3953,..t,..,"1,054.28B","1,300.89B","1,209.03B","2,242.17B","2,005.75B","1,267.22B","1,133.64B","1,003.73B",799.80B,"1,109.26B","1,357.67B","1,348.05B","1,156.39B","1,464.96B","1,417.88C",864.89B,"1,069.52B",959.69B,697.93B,419.39B,878.72B,"1,372.89A","48,435.20","43,878.80","-4,556.30","15,055","8,652","3,905","2,380",118,"12,588","8,754","2,490","1,224",120,"-2,467",102,"-1,415","-1,156",2,104.1,103.5,105.1E
2020-04,9.15,0.5,-17.47,14,135.6,154,146,123.8,92,136.2,128.4,115.2,171.7,132.1,131.7,"1,749,376",0.8865,0.2641,0.1987,1.5276,0.18136,0.01845,0.000089,0.01305,..t,0.05803,0.8447,0.1348,0.4138,0.01871,0.3739,0.9874,0.07567,0.001149,0.1403,1.4484,0.04673,..t,0.2048,1.7453,1.4058,..t,..,"1,113.79B","1,310.63B","1,183.57B","2,147.35B","1,937.19B","1,263.84B","1,164.32B","1,072.92B",849.63B,"1,140.12B","1,400.11C","1,482.28B","1,140.13B","1,445.25C","1,535.11C",893.94B,"1,108.94B",994.33B,772.54B,461.35B,955.22B,"1,406.05A","37,238.00","31,699.50","-5,538.50","10,609","8,466",404,"1,623",117,"11,428","8,319","2,078",927,104,819,-147,"1,675",-696,-13,104.1,103.5,105.1E
2020-05,8.966666667,0.5,-27.36,14.3,135.4,153.9,145.6,123.4,90.5,138.1,128.4,114.8,171.7,132,131.4,"1,829,021",0.9105,0.2484,0.1966,1.5236,0.180203,0.01846,0.000094,0.01303,..t,0.05958,0.8509,0.1385,0.4086,0.0192,0.3719,0.9851,0.07703,0.001137,0.1437,1.4411,0.04665,..t,0.2016,1.7188,1.397,..t,..,"1,134.36B","1,291.04B","1,163.84C","2,137.14B","1,913.35B","1,292.06B","1,125.06B","1,099.13B",860.67B,"1,167.06B","1,449.81B","1,502.46A","1,093.75B","1,470.77C","1,682.90B",902.23B,"1,150.41B","1,023.91B",774.81C,475.76C,979.76B,"1,435.86A","36,010.00","34,109.00","-1,901.00","10,075","8,236",261,"1,460",118,"9,363","7,904",415,948,96,-713,-332,154,-512,-22,104.2,103.6,105.1E
2020-06,8.783333333,0.5,-37.25,11.9,136.5,154.4,146.4,123.5,92.7,140.4,128.3,115.1,171.8,133.1,131.8,"1,935,578",0.9348,0.2615,0.1913,1.5257,0.174835,0.0179,0.000096,0.01259,..t,0.06079,0.8735,0.1422,0.3902,0.01955,0.3611,0.9723,0.07912,0.001122,0.1456,1.424,0.04569,..t,0.1987,1.6969,1.355,..t,..,"1,118.47B","1,286.95B","1,086.39B","2,122.90B","1,952.99C","1,307.90B","1,116.49B","1,079.36B",862.38B,"1,170.66B","1,366.55B","1,493.44B","1,122.09D","1,453.99B","1,419.39B",901.83B,"1,194.87B","1,020.19B",745.55B,447.25B,962.23A,"1,424.03B","43,578.10","40,955.60","-2,622.60","10,322","8,310",195,"1,694",122,"9,254","7,667",440,"1,051",96,"-1,068",-643,244,-643,-26,104.3,103.7,105.2E
2020-07,8.6,0.5,-10.97,11.4,136.5,154.4,146.4,123.9,93.7,140.2,128.6,114.4,171.9,133.1,131.5,"1,985,603",0.9502,0.2559,0.1927,1.5499,0.17415,0.01802,0.000093,0.01265,..t,0.06031,0.8901,0.1455,0.384,0.01886,0.3599,0.9733,0.08062,0.001126,0.1498,1.4466,0.04588,..t,0.1962,1.7135,1.3499,..t,..,"1,103.08B","1,292.41B","1,102.17B","2,054.69B","1,726.23A","1,322.03B","1,146.66B","1,059.26B",853.32B,"1,178.79B","1,403.97B","1,467.48B","1,179.86B","1,454.62C","1,571.03B",909.18B,"1,178.19B","1,004.49B",739.54B,454.33B,911.28B,"1,418.29B","47,847.20","44,625.30","-3,221.80","10,104","7,858",184,"1,934",129,"9,227","7,789",239,"1,094",105,-877,-69,55,-840,-24,104.7,103.9,105.9E
2020-08,8.416666667,0.5,15.31,11.1,136.8,153.8,146.8,123.9,94.4,140.6,129.4,115.1,171.7,133.6,131.7,"2,004,911",0.9527,0.2419,0.1909,1.5646,0.170602,0.01774,0.00009,0.01247,..t,0.05961,0.8725,0.148,0.3709,0.01791,0.3525,0.9659,0.0767,0.001115,0.1518,1.4534,0.04499,..t,0.1813,1.7374,1.3222,..t,..,"1,104.53B","1,302.51B","1,177.38B","1,999.22B","1,853.83A","1,345.10B","1,143.23B","1,058.16B",855.35B,"1,186.67B","1,409.94B","1,491.70B","1,137.18B","1,485.91B","1,597.14B",873.37B,"1,186.45B","1,011.26A",704.27C,429.62B,913.13B,"1,443.70A","48,580.10","45,176.80","-3,403.40","10,183","7,930",261,"1,860",133,"9,522","8,058",255,"1,100",109,-662,128,-6,-760,-24,105.2,104.6,106.3E
2020-09,8.233333333,0.5,41.59,8.4,137.1,153.5,147.3,123.8,93.6,141.8,129.8,116,172.2,134,132,"2,023,883",0.9558,0.2451,0.1942,1.5591,0.170681,0.01799,0.000089,0.01253,..t,0.06111,0.8816,0.1445,0.3722,0.01739,0.3527,0.9684,0.07906,0.001124,0.1495,1.4457,0.04529,..t,0.175,1.7126,1.3228,..t,..,"1,103.27B","1,316.07B","1,266.24C","1,984.06C","1,835.83A","1,357.84B","1,161.39B","1,055.16B",842.82B,"1,186.35B","1,527.53A","1,448.08A","1,141.44A","1,468.06C","1,368.76C",897.99B,"1,176.99B","1,014.23A",688.64B,432.61B,931.29B,"1,430.65A","49,910.90","45,930.20","-3,980.70","10,898","8,432",346,"1,986",134,"11,164","8,212","1,687","1,157",108,266,-219,"1,341",-829,-26,106.5,106.1,106.8E
2020-10,8.05,0.5,30.30333333,8.2,137.5,154.7,148.3,124,93.3,141.9,130.1,115.8,172.6,134.2,132.3,"2,035,550",0.9413,0.235,0.1965,1.5553,0.170504,0.01796,0.00009,0.01256,..t,0.06212,0.8772,0.1422,0.3675,0.01702,0.3523,0.9719,0.08038,0.001155,0.1496,1.4484,0.04603,..t,0.1661,1.715,1.3215,..t,..,"1,104.30B","1,318.06B","1,183.02B","1,951.73B","1,906.31A","1,365.30B","1,160.44B","1,056.61B",841.21B,"1,170.71B","1,414.72B","1,452.67A","1,151.11B","1,494.44B","1,638.14B",920.86B,"1,138.27B","1,013.62B",706.20B,435.92B,934.39B,"1,436.55A","50,187.20","46,242.40","-3,944.80","10,892","8,271",502,"1,986",133,"11,271","8,295","1,676","1,196",103,379,25,"1,174",-790,-30,107.3,107.3,107.4E
