Date,Unemployment_interpolated,Bank Interest Rate,Change_in_GDP,Unemployment,CPI_all-items,CPI_food,CPI_shelter,CPI_household_op,CPI_clothing,CPI_transportation,CPI_health,CPI_rec,CPI_alcohol,CPI_no-food,CPI_no-food-and-energy,GDP,FEX_AUS,FEX_BRA,FEX_CHN,FEX_EUR,FEX_HK,FEX_IND,FEX_IDN,FEX_JAP,FEX_MAL,FEX_MEX,FEX_NZL,FEX_NOR,FEX_PER,FEX_RUS,FEX_SAU,FEX_SGP,FEX_ZAR,FEX_KOR,FEX_SWE,FEX_SWI,FEX_TAI,FEX_THA,FEX_TUR,FEX_UNK,FEX_USA,FEX_VIE,FEX_CAD,AWE_industrial-aggregate,AWE_goods,AWE_forestry,AWE_mining,AWE_utilities,AWE_construction,AWE_manufacturing,AWE_service,AWE_trade,AWE_transport,AWE_info-and-culture,AWE_finance,AWE_real-estate,AWE_professional,AWE_mangement,AWE_admin,AWE_education,AWE_health,AWE_arts,AWE_accom,AWE_other,AWE_public-admin,IMT_import,IMT_export,IMT_trade-bal,ITSI_total,ITSI_commercial,ITSI_travel,ITSI_transport,ITSI_gov,ITSE_total,ITSE_commerical,ITSE_travel,ITSE_transport,ITSE_gov,ITSB_total,ITSB_commercial,ITSB_travel,ITSB_transport,ITSB_gov,HPI_total,HPI_house,HPI_land
2005-01,6.8,2.75,2.14,,105.8,105.1,107.5,101.5,97.1,108.8,103.4,101.1,117.7,105.8,104.7,"1,591,349",,,,,,,,,,,,,,,,,,,,,,,,,,,99.07875016,726.01,909.62,933.28,"1,292.00","1,285.98",815.14,883.08,678.51,564.03,826.17,949.09,918.62,682.42,947.25,"1,045.05",583.46,755.21,661.48,427.72,283.86,579.11,926.6,"31,718.60","35,501.60","3,783.00",,,,,,,,,,,,,,,,70.1,69.1,73.0E
2005-02,6.775,2.75,1.82,,105.9,104.9,107.7,101.4,98,109.3,103.8,100.9,117.7,106.2,104.8,"1,592,499",,,,,,,,,,,,,,,,,,,,,,,,,,,97.95484077,736.74,938.99,949.69,"1,404.47","1,268.21",871.7,899.84,684.51,562.32,821.18,949.41,919.38,728.37,964.26,"1,052.52",601.66,753.76,666.48,425.15,290.32,605.76,924,"31,548.50","35,979.80","4,431.20",,,,,,,,,,,,,,,,70.3,69.3,73.1E
2005-03,6.75,2.75,1.5,,106.2,105.4,108.1,101.5,98.6,110.3,104.1,100.8,118.5,106.3,104.9,"1,587,122",,,,,,,,,,,,,,,,,,,,,,,,,,,99.74109714,725.59,907.82,909.07,"1,235.20","1,261.33",832.45,882.43,678.54,561.57,824.24,947.97,904.28,682.89,981.14,981.69,556.06,755.37,648.55,426.78,287.79,611.83,933.46,"31,579.40","35,722.10","4,142.70",,,,,,,,,,,,,,,,70.6,69.6,73.5E
2005-04,6.725,2.75,1.97,,106.4,106.5,108.4,101.4,97.6,111.2,104.4,100.9,118.5,106.4,104.8,"1,598,907",,,,,,,,,,,,,,,,,,,,,,,,,,,98.39057945,730.25,921.64,899.83,"1,233.13","1,289.81",855.13,895.66,680.42,566.03,804.8,928.68,921.28,694.46,973.49,"1,059.72",587.35,750.46,654.34,417.78,291.57,604.83,930.42,"31,663.40","36,305.90","4,642.40",,,,,,,,,,,,,,,,71,69.9,73.8E
2005-05,6.7,2.75,2.44,,106.3,106.4,108.6,101.6,97.5,110.9,104.3,100.5,118.9,106.2,105,"1,605,776",,,,,,,,,,,,,,,,,,,,,,,,,,,97.00724464,732.75,915.85,857.26,"1,305.06","1,273.23",861.13,881.86,684.09,563.67,825.65,956.43,933.52,714.46,975.47,"1,042.33",588.83,763.2,660.57,415.24,297,609.56,931.06,"32,479.90","36,493.40","4,013.60",,,,,,,,,,,,,,,,71.3,70.3,74.2E
2005-06,6.675,2.75,2.91,,106.6,106.5,108.8,101.8,97.9,111.3,104.6,100.7,119.1,106.7,105.2,"1,610,588",,,,,,,,,,,,,,,,,,,,,,,,,,,98.7307959,737.13,930.15,856.93,"1,258.43","1,328.63",883.32,897.54,685.1,574,823.47,918.21,940.55,731.13,997.17,"1,002.34",596.65,768.82,658.13,445.82,281.34,616.81,913.51,"32,481.10","36,513.40","4,032.30",,,,,,,,,,,,,,,,71.9,70.4,75.5E
2005-07,6.65,2.75,3.666666667,,106.8,106.5,109.4,101.8,97.5,111.8,105,100.8,119.4,106.9,105.2,"1,614,748",,,,,,,,,,,,,,,,,,,,,,,,,,,100.4081988,732.87,915.45,840.47,"1,208.48","1,275.77",865.97,889.1,682.88,570.03,797.15,922.57,935.1,693.59,996.24,"1,055.97",593.02,800.53,667.74,439.74,288.21,598.32,914.6,"32,155.90","36,732.40","4,576.40",,,,,,,,,,,,,,,,72,70.6,75.6E
2005-08,6.625,2.75,4.423333333,,107.3,106.9,109.3,101.8,97.6,113.9,105,100.8,119.6,107.4,105.4,"1,620,834",,,,,,,,,,,,,,,,,,,,,,,,,,,101.5303726,737.39,931.69,863.04,"1,257.27","1,277.28",891.13,899.47,683.21,569.86,827.59,937.39,915.98,652.5,997.25,969.52,579.74,832.43,668.01,419.04,294.94,605.41,919.02,"32,306.50","37,862.70","5,556.20",,,,,,,,,,,,,,,,72.3,70.9,75.9E
2005-09,6.6,2.954545455,5.18,,108.3,106.8,110,102,98.1,116.7,104.8,100.9,120,108.7,105.5,"1,622,168",,,,,,,,,,,,,,,,,,,,,,,,,,,103.9038053,750.32,962.03,879.85,"1,342.14","1,310.81",938.58,918.73,692.93,565.57,832.31,978.01,922.76,692.91,"1,023.21",967.75,573.03,826.47,682.05,436.75,295.01,600.77,935.29,"32,710.50","38,926.80","6,216.40",,,,,,,,,,,,,,,,72.7,71.3,76.2E
2005-10,6.575,3.119047619,4.69,,108.1,107.2,110.7,101.7,97.2,114,105,100.8,119.9,108.3,105.6,"1,627,587",,,,,,,,,,,,,,,,,,,,,,,,,,,104.3949593,745.11,950.13,894.55,"1,335.62","1,331.95",909.59,910.01,690.48,568.83,833.77,941.81,918.09,691.86,"1,016.56",976.77,571.38,790.08,677.4,460.78,284.26,606.35,938.2,"32,746.50","40,274.10","7,527.60",,,,,,,,,,,,,,,,73.2,71.9,76.4E
2005-11,6.55,3.25,4.2,,107.9,107.1,110.8,102.2,96.1,113.2,105.2,100.7,120.2,108.1,105.9,"1,636,455",,,,,,,,,,,,,,,,,,,,,,,,,,,104.4172287,744.22,941.02,903.24,"1,343.38","1,302.21",897.66,899.51,692.24,567.62,830.72,927.86,906.31,704.74,"1,026.07",976.26,581.16,787.54,676.04,496.28,281.9,601.72,946.04,"33,036.30","39,197.80","6,161.50",,,,,,,,,,,,,,,,73.6,72.3,76.8E
2005-12,6.525,3.465909091,3.71,,108,107.4,110.5,102.2,97.1,113.1,105.4,100.8,119.9,108.2,106,"1,645,055",,,,,,,,,,,,,,,,,,,,,,,,,,,106.11104,745,934.55,853.68,"1,338.69","1,325.70",874.88,897.62,695.55,564.32,828.61,919.63,924.49,701.76,"1,040.61","1,021.27",588.32,793.61,673.7,474.34,284.35,609.31,957.35,"33,413.70","39,925.10","6,511.40",,,,,,,,,,,,,,,,74.1,72.8,77.1E
2006-01,6.5,3.568181818,3.64,,108.9,107.9,111.8,102.5,96.2,114.7,105.4,100.9,120,108.2,106.2,"1,649,021",,,,,,,,,,,,,,,,,,,,,,,,,,,106.0470354,746.04,940.46,966.17,"1,308.04","1,339.29",882.86,900.79,696.8,569.17,822.49,922.83,941.05,695.01,"1,020.78","1,084.40",587.68,796.43,684.06,455.83,277.96,600.57,955.21,"33,559.00","39,124.60","5,565.60",,,,,,,,,,,,,,,,74.7,73.6,77.4E
2006-02,6.475,3.75,3.57,,108.5,107.9,111.7,102.3,95.7,112.7,105.5,100.7,120.5,108,106.3,"1,652,615",,,,,,,,,,,,,,,,,,,,,,,,,,,107.1130037,750.95,958.41,916.79,"1,371.79","1,352.63",925.3,906.83,697.97,572.05,830.26,931.2,931.36,691.42,"1,016.13","1,110.62",581.83,786.84,686.51,441.65,283.75,606.89,953.81,"32,097.80","36,906.90","4,809.10",,,,,,,,,,,,,,,,75.2,74.2,77.7E
2006-03,6.45,3.956521739,3.5,,108.6,108.1,111.9,102.2,96.5,114.2,105.7,100.7,121.5,108.7,106.5,"1,656,380",,,,,,,,,,,,,,,,,,,,,,,,,,,106.3173392,750.64,953.61,919.24,"1,381.34","1,327.45",908.34,905.46,698.71,571.67,827.43,954.26,944.99,687.48,"1,001.45","1,073.93",577.83,791.97,681.38,449.28,285.62,601.7,970.97,"32,807.20","36,947.10","4,140.00",,,,,,,,,,,,,,,,76,75,78.3E
2006-04,6.425,4.05,2.386666667,,109.1,108.1,112.2,102.1,95.6,117.9,105.7,100.7,121.9,109.5,106.6,"1,656,732",,,,,,,,,,,,,,,,,,,,,,,,,,,107.3836991,750.63,949.07,901.55,"1,328.61","1,332.67",906.59,904.77,699.77,580.92,822.34,956.64,963.43,704.61,998.26,"1,033.34",569.48,807.07,691.08,438.09,279.61,605.27,943.24,"33,578.60","37,428.40","3,849.90",,,,,,,,,,,,,,,,76.9,76.1,78.8E
2006-05,6.4,4.315217391,1.273333333,,109.2,108.3,113,102.3,96.4,117.8,105.8,101,121.8,109.9,106.8,"1,657,513",,,,,,,,,,,,,,,,,,,,,,,,,,,109.8547166,750.42,946.42,861.35,"1,358.69","1,321.42",900.78,902.79,699.29,579.37,821.93,957.64,959.98,708.28,991.34,"1,050.23",584.35,803.95,694.23,432.53,290.77,627.43,932.36,"33,729.80","36,993.60","3,263.80",,,,,,,,,,,,,,,,77.8,76.9,80.0E
2006-06,6.375,4.5,0.16,,109.1,108.6,112.8,102.2,95.6,117.3,105.9,100.7,121.8,109.6,106.7,"1,654,837",,,,,,,,,,,,,,,,,,,,,,,,,,,109.8420513,753.79,937.93,886.93,"1,322.07","1,337.99",884.16,898.24,705.17,589.46,827.55,933.76,962.39,708.09,"1,020.81","1,059.60",594.79,826.44,684.77,435.03,301.89,622.9,934.98,"34,027.00","37,552.10","3,525.10",,,,,,,,,,,,,,,,79,78,81.1E
2006-07,6.35,4.5,0.3933333333,,109.2,108.8,113.2,101.6,94.9,118.3,105.7,100.4,121.5,109.7,106.6,"1,657,920",,,,,,,,,,,,,,,,,,,,,,,,,,,108.3105262,751.07,935.23,914.15,"1,296.09","1,324.38",905.59,887.74,701.34,591.23,826.78,952.83,949.88,685.36,"1,025.11","1,072.84",594.23,820.11,689.49,438.53,308.91,618.42,920.4,"34,184.40","37,801.40","3,617.00",,,,,,,,,,,,,,,,79.8,78.7,82.3E
2006-08,6.325,4.5,0.6266666667,,109.4,109.3,113.5,101.9,95.8,118,105.6,100.3,121.8,109.9,106.9,"1,659,196",,,,,,,,,,,,,,,,,,,,,,,,,,,109.053441,754.31,938.82,874.22,"1,305.44","1,338.01",895.26,897.57,703.58,590.22,832.69,955.57,932.46,722.52,"1,029.50","1,040.22",597.35,829.47,691.22,428.93,309.78,624.36,948.16,"34,637.30","37,917.50","3,280.10",,,,,,,,,,,,,,,,81,80,83.3E
2006-09,6.3,4.5,0.86,,109,109.7,114,102,96,112.8,106,100.2,122,109.3,107.1,"1,656,876",,,,,,,,,,,,,,,,,,,,,,,,,,,109.5065461,757.23,943.26,886.4,"1,290.85","1,336.26",882.58,911.08,707.57,589.75,821.35,938.23,940.01,719.56,"1,033.99","1,058.30",620,817.02,683.74,434.99,303.2,637.05,970.3,"33,398.00","37,558.60","4,160.60",,,,,,,,,,,,,,,,81.4,80.4,83.9E
2006-10,6.275,4.5,1.123333333,,109.1,110.2,114.1,102.2,95.9,111.7,106.2,100.3,122.2,108.9,107.4,"1,659,594",,,,,,,,,,,,,,,,,,,,,,,,,,,108.3875569,761.73,955.74,864.99,"1,323.65","1,367.02",914.44,912.82,710.92,581.65,834.39,939.72,959.55,732.88,"1,037.06","1,030.33",622.13,809.54,686.63,463.3,312.47,625.69,971.41,"33,703.60","36,524.10","2,820.60",,,,,,,,,,,,,,,,81.6,80.5,84.1E
2006-11,6.25,4.5,1.386666667,,109.5,110.4,114.1,102.3,96,112.7,106.4,100.7,122.3,109.1,107.5,"1,663,364",,,,,,,,,,,,,,,,,,,,,,,,,,,107.3275618,760.51,949,897.44,"1,277.86","1,374.26",895.62,912.31,711.75,581.05,839.93,965.36,968.89,717.55,"1,028.27","1,037.85",634.61,798.78,677.2,475.67,319.8,632.27,973.23,"34,197.50","37,796.60","3,599.00",,,,,,,,,,,,,,,,82,80.8,84.9E
2006-12,6.225,4.5,1.65,,109.9,109.9,114.6,102.3,95.1,114.1,106.4,100.8,123.2,109.3,107.6,"1,673,956",,,,,,,,,,,,,,,,,,,,,,,,,,,105.3630759,773.48,964.02,935.7,"1,351.70","1,380.54",903.36,923.31,725.29,597.51,848.16,980.83,969.87,752.43,"1,060.98","1,010.40",639.51,817.26,697.5,471.1,316.55,644.77,981.07,"34,960.10","40,398.00","5,437.90",,,,,,,,,,,,,,,,82,80.7,85.3E
2007-01,6.2,4.5,1.84,,110.2,110.6,114.8,102.6,96.4,113.3,106.6,101.2,124.2,109.1,108,"1,670,535",,,,,,,,,,,,,,,,,,,,,,,,,,,103.694331,773.76,972.69,959.71,"1,395.62","1,379.27",909.42,925.97,724.45,586.86,849.63,990.35,965.23,759.75,"1,053.15","1,012.24",659.2,819.02,697.41,459.7,310.03,637.32,985.61,"34,981.70","39,668.90","4,687.20","7,384","3,218","2,468","1,625",74,"5,917","3,775","1,071",939,131,"-1,468",557,"-1,397",-685,57,82.3,81,85.5E
2007-02,6.208333333,4.5,2.03,,110.6,112.3,114.9,102.8,95.7,114.2,106.7,101.3,124.2,109.7,108.2,"1,678,760",,,,,,,,,,,,,,,,,,,,,,,,,,,104.0622794,776.62,979.96,988.8,"1,389.09","1,401.33",922.97,929.8,726.12,598.37,854.28,982.09,986.32,774.15,"1,042.96","1,067.80",648.53,805.4,681.43,465.98,310.19,635.74,992.94,"34,926.40","39,011.10","4,084.70","6,888","3,301","2,020","1,492",75,"5,939","3,773","1,093",942,131,-949,472,-926,-551,56,82.7,81.4,85.8E
2007-03,6.216666667,4.5,2.22,,111.2,112,115.4,103,95.6,117.7,106.6,101.5,124.1,110.9,108.4,"1,682,294",,,,,,,,,,,,,,,,,,,,,,,,,,,104.0584404,784.11,996.2,928.12,"1,388.15","1,410.81",957.73,943.03,731.46,589.52,863.57,998.32,986.47,767.3,"1,073.34","1,141.69",655.41,808.85,698.19,464.18,311.09,643.16,"1,001.12","35,998.90","40,499.20","4,500.30","8,194","3,421","2,905","1,793",75,"6,154","3,785","1,202","1,036",131,"-2,040",364,"-1,703",-757,55,83,81.7,86.2E
2007-04,6.225,4.5,2.62,,111.5,112.1,116.2,103,97.3,118.6,106.7,101.4,124.5,111.4,108.7,"1,684,443",,,,,,,,,,,,,,,,,,,,,,,,,,,106.8830045,781.59,993.52,869.1,"1,404.00","1,433.40",942.44,944.74,729.23,591.96,855.16,"1,001.95",986.01,759.05,"1,048.34","1,043.31",659.26,816.31,702.65,473.81,315.42,632.02,996.99,"35,089.00","40,705.20","5,616.20","7,978","3,328","2,738","1,838",75,"6,110","3,722","1,201","1,057",130,"-1,868",394,"-1,537",-781,56,83.7,82.3,87.1E
2007-05,6.233333333,4.5,3.02,,111.5,112.1,116,102.9,95.9,120.7,107,101.6,125.2,112,108.8,"1,691,753",,,,,,,,,,,,,,,,,,,,,,,,,,,110.8494703,784.87,991.19,887.7,"1,425.59","1,409.29",944.27,942.09,732.44,602.08,855.56,988.95,996.89,750.96,"1,054.62","1,078.45",654.22,837.21,706.58,458.58,306.35,643,996.28,"34,523.50","39,911.20","5,387.70","7,652","3,498","2,290","1,788",75,"6,523","3,777","1,481","1,133",132,"-1,129",278,-809,-655,56,84.6,83.3,87.7E
2007-06,6.241666667,4.5,3.42,,111.3,111.9,116.8,103.1,94.6,119.2,107.5,101.8,125.7,111.8,108.9,"1,696,447",,,,,,,,,,,,,,,,,,,,,,,,,,,114.045807,792.86,993.46,896.91,"1,435.20","1,413.68",950.84,941.54,741.2,612.66,859.81,985.23,"1,018.48",784.49,"1,072.87","1,073.81",663.88,845.65,714.49,459.72,324.07,657.85,991.02,"34,779.10","38,598.00","3,818.90","6,966","3,438","1,824","1,627",77,"7,097","3,826","1,943","1,194",134,131,388,119,-433,57,85.1,83.7,88.5E
2007-07,6.25,4.681818182,3.123333333,,111.4,111.9,117,103.4,96.1,118.5,107.5,102,126,111.9,109.2,"1,696,013",,,,,,,,,,,,,,,,,,,,,,,,,,,115.1939723,788.24,988.06,887.55,"1,440.54","1,369.52",952.54,933.39,735.85,608.81,864.56,996.59,"1,009.82",761.6,"1,055.23","1,089.27",660.04,843.03,719.51,456,322.88,659.8,987.29,"35,432.50","38,043.80","2,611.30","7,461","3,367","2,202","1,811",80,"7,556","3,767","2,417","1,235",137,96,400,215,-576,57,85.9,84.3,89.7E
2007-08,6.258333333,4.75,2.826666667,,111.3,111.9,117.6,103.8,95.7,116.3,107.6,102,126.1,111.7,109.3,"1,700,841",,,,,,,,,,,,,,,,,,,,,,,,,,,114.3645903,784.17,991.18,842.17,"1,447.37","1,379.80",959.3,934.77,729.01,595.25,865.53,998.43,997.14,746.63,"1,050.79","1,093.81",631.75,846.08,709.21,441.95,317.9,655.08,"1,021.40","34,315.00","38,150.10","3,835.10","7,746","3,291","2,515","1,858",82,"7,409","3,694","2,353","1,224",139,-337,402,-162,-634,57,86.3,84.8,89.9E
2007-09,6.266666667,4.75,2.53,,111.7,111.8,117.8,103.5,95,116.9,107.6,102,126.6,112.1,109.5,"1,697,794",,,,,,,,,,,,,,,,,,,,,,,,,,,117.5138671,790.91,"1,010.78",878.56,"1,487.10","1,420.33",997.77,940.67,734.17,596.39,863.89,"1,020.51","1,006.89",735,"1,060.54","1,112.21",640.34,860.72,700.18,457.84,318.35,649.6,"1,019.30","34,513.80","37,171.70","2,657.90","7,064","3,304","2,020","1,659",82,"6,726","3,646","1,813","1,129",138,-338,342,-206,-530,56,86.5,85.1,90.0E
2007-10,6.275,4.75,2.076666667,,111.9,111.7,118.7,103.4,95.2,115.2,107.7,102,126.3,111.8,109.4,"1,699,351",,,,,,,,,,,,,,,,,,,,,,,,,,,123.328114,793.64,"1,018.34",864.21,"1,459.98","1,437.36","1,001.46",953.1,736.43,596.37,857.15,"1,004.23","1,007.42",742,"1,072.71","1,129.07",635.51,839.97,705.4,490.78,318.54,659.73,"1,020.36","33,574.60","36,714.60","3,140.00","7,378","3,361","2,144","1,793",80,"6,234","3,678","1,394","1,027",134,"-1,144",317,-750,-765,54,86.6,85.1,90.3E
2007-11,6.283333333,4.75,1.623333333,,112.2,111.7,118.8,103.4,95.4,116.7,107.7,102.1,126.5,112,109.4,"1,700,851",,,,,,,,,,,,,,,,,,,,,,,,,,,123.9315927,799.2,"1,019.46",932.23,"1,479.06","1,419.12",987.36,958.38,743.57,598.53,859.64,"1,012.73","1,013.48",747.63,"1,090.40","1,098.62",639.05,843.72,710.92,509.31,329.34,664.69,"1,034.36","33,897.50","37,717.40","3,819.90","7,461","3,421","2,215","1,745",80,"5,899","3,744","1,054",968,133,"-1,562",323,"-1,161",-777,53,87,85.5,90.7E
2007-12,6.291666667,4.511904762,1.17,,112.6,111.8,119.2,103.7,95.5,117.5,107.9,102,126.2,112,109.5,"1,694,291",,,,,,,,,,,,,,,,,,,,,,,,,,,119.6702512,799.52,"1,017.35",978.08,"1,490.28","1,445.52",983.34,950.81,745.85,594,869.76,995.19,"1,016.58",740.31,"1,113.99","1,169.13",638.3,851.71,712.7,513.54,333.34,644.98,"1,036.86","34,107.70","36,118.50","2,010.80","7,389","3,400","2,291","1,616",81,"6,156","3,805","1,285",931,134,"-1,233",405,"-1,006",-685,53,87.1,85.6,90.9E
2008-01,6.3,4.413043478,0.7866666667,,112.4,112.1,119.2,103.6,94.4,118.7,107.8,101.6,126.4,112.5,109.4,"1,701,279",,,,,,,,,,,,,,,,,,,,,,,,,,,118.3043849,797.57,"1,009.00","1,028.25","1,523.25","1,413.56",944.13,949.28,746.66,590.98,874.69,985.18,"1,005.42",751.54,"1,107.38","1,147.01",653.03,836.86,722.85,521.65,316.43,658.49,"1,051.80","35,165.10","37,699.60","2,534.50","8,072","3,341","2,850","1,798",83,"6,103","3,973","1,098",895,137,"-1,970",632,"-1,752",-904,54,87.6,86.1,91.4E
2008-02,6.483333333,4.25,0.4033333333,,112.6,112.5,119.6,104,94.5,118.4,107.9,102,126.8,112.6,109.6,"1,698,189",,,,,,,,,,,,,,,,,,,,,,,,,,,119.4422421,809.58,"1,035.96","1,050.86","1,539.34","1,430.65",981.62,972.91,755.02,599.82,893.99,"1,006.35","1,004.36",745.15,"1,104.34","1,171.12",660.21,838.66,738.95,508.3,327.67,657.83,"1,052.94","35,251.70","39,077.10","3,825.40","7,555","3,341","2,479","1,651",84,"6,143","3,987","1,112",907,137,"-1,412",646,"-1,367",-744,53,87.9,86.3,91.8E
2008-03,6.666666667,3.773809524,0.02,,112.8,112.8,120.1,103.9,94.2,118,108.3,102,126.6,112.9,109.7,"1,701,248",,,,,,,,,,,,,,,,,,,,,,,,,,,117.901518,808.38,"1,029.90",975.15,"1,498.81","1,411.87",987.77,967.63,755.35,604.94,888.45,972.84,996.52,785.3,"1,096.67","1,177.10",650.66,844.72,740.9,525.96,320.5,673.96,"1,055.37","34,434.00","40,214.10","5,780.10","8,810","3,339","3,545","1,843",84,"6,293","3,972","1,204",982,135,"-2,517",633,"-2,341",-861,51,88.1,86.4,92.2E
2008-04,6.85,3.590909091,0.68,,113.3,113.1,121.2,104.2,93.5,119.6,108.3,102.1,126.7,113.4,109.9,"1,704,814",,,,,,,,,,,,,,,,,,,,,,,,,,,116.5030371,810.41,"1,040.48",890.82,"1,634.10","1,408.40",999.27,968.52,755.11,611.46,882.86,967.6,"1,005.67",778.97,"1,083.83","1,164.24",653.94,842.19,733.45,522.08,326.95,676.33,"1,059.37","35,912.90","40,931.60","5,018.80","8,549","3,503","3,089","1,873",83,"6,340","3,950","1,198","1,061",132,"-2,209",447,"-1,892",-813,48,88.1,86.3,92.4E
2008-05,7.033333333,3.25,1.34,,114.1,114.3,121.6,104.2,92.8,121.7,108.3,102.4,127.4,114.1,110,"1,704,784",,,,,,,,,,,,,,,,,,,,,,,,,,,118.4263007,806.83,"1,028.07",891.11,"1,541.68","1,438.35",981.63,967.03,752.61,605.34,885.74,959.23,"1,007.47",783.91,"1,107.02","1,113.47",664.07,872,724.3,484.74,325.47,675.65,"1,034.07","37,431.40","43,109.90","5,678.50","8,254","3,624","2,674","1,873",84,"6,793","3,959","1,538","1,165",132,"-1,461",335,"-1,136",-708,48,88.1,86.2,92.5E
2008-06,7.216666667,3.25,2,,114.9,115.2,122.3,104.3,94,124,108.3,102.3,127.7,114.9,110.3,"1,708,170",,,,,,,,,,,,,,,,,,,,,,,,,,,116.4584101,811.83,"1,025.44",919.39,"1,483.14","1,450.50",991.76,961.61,758.98,612.11,869.42,982.98,"1,011.17",789.59,"1,100.13","1,094.30",700.71,892.84,732.68,502.52,329.97,688.03,"1,021.97","38,638.40","43,745.70","5,107.30","7,598","3,595","2,080","1,837",86,"7,245","4,019","1,859","1,231",136,-353,424,-221,-606,50,88.2,86.3,92.7E
2008-07,7.4,3.25,2.226666667,,115.4,116,123.3,104.5,94.8,124,108.4,102.2,127.6,115.2,110.4,"1,715,622",,,,,,,,,,,,,,,,,,,,,,,,,,,116.6448327,807.34,"1,018.76",955.21,"1,514.38","1,405.87",984.62,951.01,753.6,620.11,884.03,979.3,996.53,788.76,"1,085.67","1,065.94",684.36,850.69,750.72,492.12,342.32,672.76,"1,017.94","38,978.30","44,625.40","5,647.10","8,067","3,504","2,346","2,128",89,"7,948","4,058","2,407","1,339",144,-119,554,60,-789,56,88.2,86.3,92.8E
2008-08,7.583333333,3.25,2.453333333,,115.4,116.8,123.8,104.5,94.3,122.4,109.3,102.5,127.5,115,110.6,"1,714,295",,,,,,,,,,,,,,,,,,,,,,,,,,,113.034124,805.9,"1,017.39",929.81,"1,496.55","1,391.54","1,018.04",933.79,751.49,623.38,869.58,965.44,"1,000.55",780.15,"1,070.76","1,050.73",677.04,876.56,749.19,474.91,340.32,666.58,"1,013.99","37,280.70","43,007.40","5,726.70","8,579","3,530","2,796","2,162",90,"7,827","4,046","2,362","1,270",149,-752,516,-434,-892,58,88.2,86.3,92.9E
2008-09,7.766666667,3.25,2.68,,115.5,118,123.1,105.4,94,122.3,109.2,102.4,128,115,110.6,"1,714,712",,,,,,,,,,,,,,,,,,,,,,,,,,,113.0667498,813.11,"1,035.83",895.45,"1,466.90","1,406.65","1,089.19",931.06,757.75,621.6,865.72,964.16,"1,007.74",747.73,"1,085.65","1,015.36",677.14,885.82,760.65,480.4,341.86,667.99,"1,024.36","38,338.10","41,828.10","3,490.00","7,759","3,631","1,934","2,104",90,"7,213","4,114","1,729","1,222",149,-546,483,-205,-882,58,88.3,86.3,93.1E
2008-10,7.95,2.760869565,0.35,,114.7,118.5,123.2,105.2,92.7,118.3,109.3,102.2,128,113.9,110.4,"1,712,871",,,,,,,,,,,,,,,,,,,,,,,,,,,102.4214564,817.91,"1,046.06",890.33,"1,539.84","1,429.20","1,075.45",944.3,761.89,616.81,879.39,972.14,986.12,779.56,"1,113.52","1,047.77",701.4,871.88,754.43,498.24,337.95,669.79,"1,036.27","39,075.10","41,727.40","2,652.40","7,890","3,778","2,052","1,971",89,"6,865","4,169","1,388","1,163",144,"-1,025",391,-664,-807,55,87.9,85.6,93.4E
2008-11,8.133333333,2.5,-1.98,,114.3,119.7,123.4,105.6,92.9,114.2,109.9,102,128.5,113.1,111,"1,695,651",,,,,,,,,,,,,,,,,,,,,,,,,,,100.0807035,818.7,"1,047.40",881.69,"1,548.73","1,457.63","1,057.90",951.96,763.94,618.51,891.67,"1,012.84",998.41,710.14,"1,120.09","1,058.95",676.42,874.04,761.03,517.31,325.96,658.42,"1,041.46","37,931.30","38,361.60",430.3,"7,664","3,734","2,099","1,742",88,"6,368","4,179","1,041","1,006",142,"-1,296",445,"-1,059",-736,54,87.7,85.2,93.5E
2008-12,8.316666667,1.945652174,-4.31,,113.9,119.9,123.4,105.8,92.7,111.7,110.1,102,128.7,112.6,111.1,"1,672,410",,,,,,,,,,,,,,,,,,,,,,,,,,,98.09249765,814.55,"1,017.37",884.05,"1,555.97","1,451.77","1,029.99",913.27,767.53,617.54,893.51,"1,046.80","1,002.06",805.32,"1,127.56","1,069.75",670.13,861.89,746.33,533.89,334.94,666.68,"1,062.32","35,503.60","33,856.80","-1,646.90","7,930","3,993","2,149","1,699",90,"6,619","4,180","1,292","1,005",142,"-1,311",187,-857,-694,53,87.5,85,93.4E
2009-01,8.5,1.545454545,-5.77,,113.7,120.4,123.1,105.9,94.2,109.8,110.6,101.9,129.2,112.3,110.7,"1,664,411",,,,,,,,,,,,,,,,,,,,,,,,,,,98.90147601,815.06A,"1,028.21A",945.23A,"1,618.46A","1,475.76A","1,027.91A",920.37A,767.64A,618.93A,899.21A,"1,065.59A","1,021.51A",781.68A,"1,132.79A","1,097.73A",688.45A,865.07A,743.34A,521.20A,323.19A,668.03A,"1,031.78A","32,355.80","30,620.30","-1,735.50","8,333","3,953","2,645","1,642",93,"6,296","4,151","1,129",870,145,"-2,038",198,"-1,517",-772,52,87,84.5,92.9E
